,,
State Code (FIPS),County Code (FIPS),Area Name (including legal/statistical area description)
27,129,Brookfield township
27,129,Buffalo Lake city
27,129,Cairo township
27,129,Camp township
27,129,Crooks township
27,129,Danube city
27,129,Emmet township
27,129,Ericson township
27,129,Fairfax city
27,129,Flora township
27,129,Franklin city
27,129,Hawk Creek township
27,129,Hector city
27,129,Hector township
27,129,Henryville township
27,129,Kingman township
27,129,Martinsburg township
27,129,Melville township
27,129,Morton city
27,129,Norfolk township
27,129,Olivia city
27,129,Osceola township
27,129,Palmyra township
27,129,Preston Lake township
27,129,Redwood Falls city
27,129,Renville city
27,129,Sacred Heart city
27,129,Sacred Heart township
27,129,Troy township
27,129,Wang township
27,129,Wellington township
27,129,Winfield township
27,131,Bridgewater township
27,131,Cannon City township
27,131,Dennison city
27,131,Dundas city
27,131,Erin township
27,131,Faribault city
27,131,Forest township
27,131,Lonsdale city
27,131,Morristown city
27,131,Morristown township
27,131,Nerstrand city
27,131,Northfield city
27,131,Northfield township
27,131,Richland township
27,131,Shieldsville township
27,131,Walcott township
27,131,Warsaw township
27,131,Webster township
27,131,Wells township
27,131,Wheatland township
27,131,Wheeling township
27,133,Battle Plain township
27,133,Beaver Creek city
27,133,Beaver Creek township
27,133,Clinton township
27,133,Denver township
27,133,Hardwick city
27,133,Hills city
27,133,Jasper city
27,133,Kanaranzi township
27,133,Kenneth city
27,133,Luverne city
27,133,Luverne township
27,133,Magnolia city
27,133,Magnolia township
27,133,Martin township
27,133,Mound township
27,133,Rose Dell township
27,133,Springwater township
27,133,Steen city
27,133,Vienna township
27,135,Badger city
27,135,Barnett township
27,135,Barto township
27,135,Beaver township
27,135,Cedarbend township
27,135,Deer township
27,135,Dewey township
27,135,Dieter township
27,135,Enstrom township
27,135,Falun township
27,135,Golden Valley township
27,135,Greenbush city
27,135,Grimstad township
27,135,Hereim township
27,135,Huss township
27,135,Jadis township
27,135,Lake township
27,135,Laona township
27,135,Lind township
27,135,Malung township
27,135,Mickinock township
27,135,Moose township
27,135,Moranville township
27,135,Nereson township
27,135,North Roseau UT
27,135,Northwest Roseau UT
27,135,Palmville township
27,135,Pohlitz township
27,135,Polonia township
27,135,Poplar Grove township
27,135,Reine township
27,135,Roosevelt city
27,135,Roseau city
27,135,Ross township
27,135,Skagen township
27,135,Soler township
27,135,Southeast Roseau UT
27,135,Spruce township
27,135,Stafford township
27,135,Stokes township
27,135,Strathcona city
27,135,Warroad city
27,137,Alango township
27,137,Alborn township
27,137,Alden township
27,137,Angora township
27,137,Arrowhead township
27,137,Ault township
27,137,Babbitt city
27,137,Balkan township
27,137,Bassett township
27,137,Beatty township
27,137,Birch Lake UT
27,137,Biwabik city
27,137,Biwabik township
27,137,Breitung township
27,137,Brevator township
27,137,Brookston city
27,137,Buhl city
27,137,Camp 5 township
27,137,Canosia township
27,137,Cedar Valley township
27,137,Cherry township
27,137,Chisholm city
27,137,Clinton township
27,137,Colvin township
27,137,Cook city
27,137,Cotton township
27,137,Crane Lake township
27,137,Culver township
27,137,Duluth city
27,137,Duluth township
27,137,Eagles Nest township
27,137,Ellsburg township
27,137,Elmer township
27,137,Ely city
27,137,Embarrass township
27,137,Eveleth city
27,137,Fairbanks township
27,137,Fayal township
27,137,Field township
27,137,Fine Lakes township
27,137,Floodwood city
27,137,Floodwood township
27,137,Fredenberg township
27,137,French township
27,137,Gheen UT
27,137,Gilbert city
27,137,Gnesen township
27,137,Grand Lake township
27,137,Great Scott township
27,137,Greenwood township
27,137,Halden township
27,137,Hay Lake UT
27,137,Hermantown city
27,137,Hibbing city
27,137,Hoyt Lakes city
27,137,Industrial township
27,137,Iron Junction city
27,137,Janette Lake UT
27,137,Kabetogama township
27,137,Kelsey township
27,137,Kinney city
27,137,Kugler township
27,137,Lakewood township
27,137,Lavell township
27,137,Leiding township
27,137,Leonidas city
27,137,Linden Grove township
27,137,McCormack UT
27,137,McDavitt township
27,137,McKinley city
27,137,Makinen UT
27,137,Meadowlands city
27,137,Meadowlands township
27,137,Midway township
27,137,Morcom township
27,137,Morse township
27,137,Mountain Iron city
27,137,Ness township
27,137,Nett Lake UT
27,137,New Independence township
27,137,Normanna township
27,137,Northeast St. Louis UT
27,137,Northland township
27,137,North Star township
27,137,Northwest St. Louis UT
27,137,Orr city
27,137,Owens township
27,137,Pequaywan township
27,137,Pike township
27,137,Portage township
27,137,Potshot Lake UT
27,137,Prairie Lake township
27,137,Proctor city
27,137,Rice Lake city
27,137,Sand Lake UT
27,137,Sandy township
27,137,Solway township
27,137,Stoney Brook township
27,137,Sturgeon township
27,137,Toivola township
27,137,Tower city
27,137,Van Buren township
27,137,Vermilion Lake township
27,137,Virginia city
27,137,Waasa township
27,137,White township
27,137,Whiteface Reservoir UT
27,137,Willow Valley township
27,137,Winton city
27,137,Wuori township
27,139,Belle Plaine city
27,139,Belle Plaine township
27,139,Blakeley township
27,139,Cedar Lake township
27,139,Credit River township
27,139,Elko New Market city
27,139,Helena township
27,139,Jackson township
27,139,Jordan city
27,139,Louisville township
27,139,New Market township
27,139,New Prague city
27,139,Prior Lake city
27,139,St. Lawrence township
27,139,Sand Creek township
27,139,Savage city
27,139,Shakopee city
27,139,Spring Lake township
27,141,Baldwin township
27,141,Becker city
27,141,Becker township
27,141,Big Lake city
27,141,Big Lake township
27,141,Blue Hill township
27,141,Clear Lake city
27,141,Clear Lake township
27,141,Elk River city
27,141,Haven township
27,141,Livonia township
27,141,Orrock township
27,141,Palmer township
27,141,Princeton city
27,141,St. Cloud city
27,141,Santiago township
27,141,Zimmerman city
27,143,Alfsborg township
27,143,Arlington city
27,143,Arlington township
27,143,Bismarck township
27,143,Cornish township
27,143,Dryden township
27,143,Faxon township
27,143,Gaylord city
27,143,Gibbon city
27,143,Grafton township
27,143,Green Isle city
27,143,Green Isle township
27,143,Henderson city
27,143,Henderson township
27,143,Jessenland township
27,143,Kelso township
27,143,Le Sueur city
27,143,Moltke township
27,143,New Auburn city
27,143,New Auburn township
27,143,Severance township
27,143,Sibley township
27,143,Transit township
27,143,Washington Lake township
27,143,Winthrop city
27,145,Albany city
27,145,Albany township
27,145,Ashley township
27,145,Avon city
27,145,Avon township
27,145,Belgrade city
27,145,Brockway township
27,145,Brooten city
27,145,Clearwater city
27,145,Cold Spring city
27,145,Collegeville township
27,145,Crow Lake township
27,145,Crow River township
27,145,Eden Lake township
27,145,Eden Valley city
27,145,Elrosa city
27,145,Fair Haven township
27,145,Farming township
27,145,Freeport city
27,145,Getty township
27,145,Greenwald city
27,145,Grove township
27,145,Holding township
27,145,Holdingford city
27,145,Kimball city
27,145,Krain township
27,145,Lake George township
27,145,Lake Henry city
27,145,Lake Henry township
27,145,Le Sauk township
27,145,Luxemburg township
27,145,Lynden township
27,145,Maine Prairie township
27,145,Meire Grove city
27,145,Melrose city
27,145,Melrose township
27,145,Millwood township
27,145,Munson township
27,145,New Munich city
27,145,North Fork township
27,145,Oak township
27,145,Paynesville city
27,145,Paynesville township
27,145,Raymond township
27,145,Richmond city
27,145,Rockville city
27,145,Roscoe city
27,145,St. Anthony city
27,145,St. Augusta city
27,145,St. Cloud city
27,145,St. Joseph city
27,145,St. Joseph township
27,145,St. Martin city
27,145,St. Martin township
27,145,St. Rosa city
27,145,St. Stephen city
27,145,St. Wendel township
27,145,Sartell city
27,145,Sauk Centre city
27,145,Sauk Centre township
27,145,Spring Hill city
27,145,Spring Hill township
27,145,Waite Park city
27,145,Wakefield township
27,145,Zion township
27,147,Aurora township
27,147,Berlin township
27,147,Blooming Prairie city
27,147,Blooming Prairie township
27,147,Clinton Falls township
27,147,Deerfield township
27,147,Ellendale city
27,147,Havana township
27,147,Lemond township
27,147,Medford city
27,147,Medford township
27,147,Meriden township
27,147,Merton township
27,147,Owatonna city
27,147,Owatonna township
27,147,Somerset township
27,147,Summit township
27,149,Alberta city
27,149,Baker township
27,149,Chokio city
27,149,Darnen township
27,149,Donnelly city
27,149,Donnelly township
27,149,Eldorado township
27,149,Everglade township
27,149,Framnas township
27,149,Hancock city
27,149,Hodges township
27,149,Horton township
27,149,Moore township
27,149,Morris city
27,149,Morris township
27,149,Pepperton township
27,149,Rendsville township
27,149,Scott township
27,149,Stevens township
27,149,Swan Lake township
27,149,Synnes township
27,151,Appleton city
27,151,Appleton township
27,151,Benson city
27,151,Benson township
27,151,Camp Lake township
27,151,Cashel township
27,151,Clontarf city
27,151,Clontarf township
27,151,Danvers city
27,151,De Graff city
27,151,Dublin township
27,151,Edison township
27,151,Fairfield township
27,151,Hayes township
27,151,Hegbert township
27,151,Holloway city
27,151,Kerkhoven city
27,151,Kerkhoven township
27,151,Kildare township
27,151,Marysland township
27,151,Moyer township
27,151,Murdock city
27,151,Pillsbury township
27,151,Shible township
27,151,Six Mile Grove township
27,151,Swenoda township
27,151,Tara township
27,151,Torning township
27,151,West Bank township
27,153,Bartlett township
27,153,Bertha city
27,153,Bertha township
27,153,Birchdale township
27,153,Browerville city
27,153,Bruce township
27,153,Burleene township
27,153,Burnhamville township
27,153,Burtrum city
27,153,Clarissa city
27,153,Eagle Bend city
27,153,Eagle Valley township
27,153,Fawn Lake township
27,153,Germania township
27,153,Gordon township
27,153,Grey Eagle city
27,153,Grey Eagle township
27,153,Hartford township
27,153,Hewitt city
27,153,Iona township
27,153,Kandota township
27,153,Leslie township
27,153,Little Elk township
27,153,Little Sauk township
27,153,Long Prairie city
27,153,Long Prairie township
27,153,Moran township
27,153,Osakis city
27,153,Reynolds township
27,153,Round Prairie township
27,153,Staples city
27,153,Staples township
27,153,Stowe Prairie township
27,153,Swanville city
27,153,Turtle Creek township
27,153,Villard township
27,153,Ward township
27,153,West Union city
27,153,West Union township
27,153,Wykeham township
27,155,Arthur township
27,155,Browns Valley city
27,155,Clifton township
27,155,Croke township
27,155,Dollymount township
27,155,Dumont city
27,155,Folsom township
27,155,Lake Valley township
27,155,Leonardsville township
27,155,Monson township
27,155,Parnell township
27,155,Redpath township
27,155,Tara township
27,155,Taylor township
27,155,Tintah city
27,155,Tintah township
27,155,Walls township
27,155,Wheaton city
27,155,Windsor township
27,157,Bellechester city
27,157,Chester township
27,157,Elgin city
27,157,Elgin township
27,157,Gillford township
27,157,Glasgow township
27,157,Greenfield township
27,157,Hammond city
27,157,Highland township
27,157,Hyde Park township
27,157,Kellogg city
27,157,Lake township
27,157,Lake City city
27,157,Mazeppa city
27,157,Mazeppa township
27,157,Millville city
27,157,Minneiska city
27,157,Minneiska township
27,157,Mount Pleasant township
27,157,Oakwood township
27,157,Pepin township
27,157,Plainview city
27,157,Plainview township
27,157,Wabasha city
27,157,Watopa township
27,157,West Albany township
27,157,Zumbro township
